bill_ID,value,kategori
1199,1,jarang
1200,3,jarang
1201,3,jarang
1202,3,jarang
1203,1,jarang
1204,4,jarang
1205,4,jarang
1206,1,jarang
1207,2,jarang
1208,1,jarang
1209,2,jarang
1210,1,jarang
1211,2,jarang
1212,1,jarang
1213,2,jarang
1214,3,jarang
1215,2,jarang
1216,4,jarang
1217,2,jarang
1218,2,jarang
1219,1,jarang
1220,1,jarang
1221,1,jarang
1222,9,sering
1223,2,jarang
1224,2,jarang
1225,2,jarang
1226,2,jarang
1227,2,jarang
1228,2,jarang
1229,1,jarang
1230,4,jarang
1231,1,jarang
1232,1,jarang
1233,7,sering
1234,5,jarang
1235,3,jarang
1236,3,jarang
1237,2,jarang
1238,1,jarang
1239,1,jarang
1240,10,sering
1241,2,jarang
1242,1,jarang
1243,6,sering
1244,1,jarang
1245,2,jarang
1246,7,sering
1247,6,sering
1248,6,sering
1249,2,jarang
1250,5,jarang
1251,2,jarang
1252,2,jarang
1253,2,jarang
1254,1,jarang
1255,1,jarang
1256,2,jarang
1257,2,jarang
1258,2,jarang
1259,2,jarang
1260,5,jarang
1261,5,jarang
1262,2,jarang
1263,1,jarang
1264,1,jarang
1265,1,jarang
1266,1,jarang
1267,1,jarang
1268,2,jarang
1269,8,sering
1270,4,jarang
1271,1,jarang
1272,2,jarang
1273,1,jarang
1274,2,jarang
1275,4,jarang
1276,1,jarang
1277,2,jarang
1278,2,jarang
1279,1,jarang
1280,3,jarang
1281,2,jarang
1282,1,jarang
1283,4,jarang
1284,1,jarang
1285,1,jarang
1286,1,jarang
1287,10,sering
1288,3,jarang
1289,2,jarang
1290,4,jarang
1291,1,jarang
1292,1,jarang
1293,12,sangat sering
1294,5,jarang
1295,3,jarang
1296,2,jarang
1297,1,jarang
1298,2,jarang
1299,4,jarang
1300,6,sering
1301,1,jarang
1302,3,jarang
1303,2,jarang
1304,2,jarang
1305,1,jarang
1306,1,jarang
1307,2,jarang
1308,2,jarang
1309,3,jarang
1310,1,jarang
1311,1,jarang
1312,1,jarang
1313,2,jarang
1314,4,jarang
1315,2,jarang
1316,4,jarang
1317,1,jarang
1318,3,jarang
1319,1,jarang
1320,3,jarang
1321,5,jarang
1322,1,jarang
1323,5,jarang
1324,2,jarang
1325,4,jarang
1326,1,jarang
1327,2,jarang
1328,2,jarang
1329,2,jarang
1330,2,jarang
1331,1,jarang
1332,37,sangat sering
1333,2,jarang
1334,1,jarang
1335,1,jarang
1336,3,jarang
1337,1,jarang
1338,3,jarang
1339,2,jarang
1340,3,jarang
1341,1,jarang
1342,2,jarang
1343,2,jarang
1344,1,jarang
1345,6,sering
1346,1,jarang
1347,2,jarang
1348,2,jarang
1349,3,jarang
1350,1,jarang
1351,2,jarang
1352,4,jarang
1353,4,jarang
1354,7,sering
1355,2,jarang
1356,1,jarang
1357,4,jarang
1358,1,jarang
1359,1,jarang
1360,4,jarang
1361,2,jarang
1362,4,jarang
1363,1,jarang
1364,1,jarang
1365,2,jarang
1366,5,jarang
1367,1,jarang
1368,1,jarang
1369,1,jarang
1370,1,jarang
1371,6,sering
1372,4,jarang
1373,2,jarang
1374,3,jarang
1375,2,jarang
1376,1,jarang
1377,1,jarang
1378,4,jarang
1379,1,jarang
1380,2,jarang
1381,3,jarang
1382,1,jarang
1383,1,jarang
1384,1,jarang
1385,2,jarang
1386,4,jarang
1387,1,jarang
1388,1,jarang
1389,1,jarang
1390,2,jarang
1391,1,jarang
1392,4,jarang
1393,1,jarang
1394,1,jarang
1395,2,jarang
1396,5,jarang
1397,1,jarang
1398,2,jarang
1399,1,jarang
1400,3,jarang
1401,1,jarang
1402,5,jarang
1403,1,jarang
1404,1,jarang
1405,1,jarang
1406,1,jarang
1407,1,jarang
1408,1,jarang
1409,1,jarang
1410,1,jarang
1411,2,jarang
1412,2,jarang
1413,2,jarang
1414,2,jarang
1415,4,jarang
1416,2,jarang
1417,1,jarang
1418,1,jarang
1419,1,jarang
1420,1,jarang
1421,2,jarang
1422,1,jarang
1423,1,jarang
1424,1,jarang
1425,2,jarang
1426,1,jarang
1427,1,jarang
1428,5,jarang
1429,2,jarang
1430,3,jarang
1431,4,jarang
1432,4,jarang
1433,1,jarang
1434,3,jarang
1435,1,jarang
1436,7,sering
1437,3,jarang
1438,4,jarang
1439,2,jarang
1440,1,jarang
1441,2,jarang
1442,2,jarang
1443,6,sering
1444,2,jarang
1445,2,jarang
1446,1,jarang
1447,2,jarang
1448,3,jarang
1449,7,sering
1450,2,jarang
1451,4,jarang
1452,1,jarang
1453,1,jarang
1454,3,jarang
1455,2,jarang
1456,7,sering
1457,7,sering
1458,1,jarang
1459,5,jarang
1460,2,jarang
1461,1,jarang
1462,1,jarang
1463,5,jarang
1464,2,jarang
1465,4,jarang
1466,2,jarang
1467,3,jarang
1468,2,jarang
1469,1,jarang
1470,2,jarang
1471,2,jarang
1472,5,jarang
1473,2,jarang
1474,2,jarang
1475,2,jarang
1476,1,jarang
1477,3,jarang
1478,3,jarang
1479,1,jarang
1480,2,jarang
1481,2,jarang
1482,3,jarang
1483,1,jarang
1484,2,jarang
1485,2,jarang
1486,2,jarang
1487,1,jarang
1488,2,jarang
1489,2,jarang
1490,4,jarang
1491,3,jarang
1492,2,jarang
1493,1,jarang
1494,1,jarang
1495,1,jarang
1496,4,jarang
1497,1,jarang
1498,1,jarang
1499,1,jarang
1500,1,jarang
1501,1,jarang
1502,4,jarang
1503,1,jarang
1504,4,jarang
1505,4,jarang
1506,1,jarang
1507,2,jarang
1508,1,jarang
1509,1,jarang
1510,1,jarang
1511,2,jarang
1512,1,jarang
1513,2,jarang
1514,3,jarang
1515,6,sering
1516,2,jarang
1517,1,jarang
1518,8,sering
1519,2,jarang
1520,3,jarang
1521,6,sering
1522,1,jarang
1523,3,jarang
1524,1,jarang
1525,1,jarang
1526,3,jarang
1527,1,jarang
1528,1,jarang
1529,1,jarang
1530,1,jarang
1531,1,jarang
1532,3,jarang
1533,2,jarang
1534,1,jarang
1535,1,jarang
1536,1,jarang
1537,5,jarang
1538,1,jarang
1539,10,sering
1540,1,jarang
1541,3,jarang
1542,1,jarang
1543,1,jarang
1544,1,jarang
1545,1,jarang
1546,2,jarang
1547,1,jarang
1548,1,jarang
1549,1,jarang
1550,2,jarang
1551,2,jarang
1552,1,jarang
1553,3,jarang
1554,2,jarang
1555,2,jarang
1556,3,jarang
1557,1,jarang
1558,2,jarang
1559,2,jarang
1560,2,jarang
1561,1,jarang
1562,2,jarang
1563,1,jarang
1564,1,jarang
1565,3,jarang
1566,1,jarang
1567,1,jarang
1568,4,jarang
1569,1,jarang
1570,1,jarang
1571,2,jarang
1572,1,jarang
1573,1,jarang
1574,1,jarang
1575,1,jarang
1576,2,jarang
1577,1,jarang
1578,1,jarang
1579,2,jarang
1580,1,jarang
1581,2,jarang
1582,1,jarang
1583,1,jarang
1584,2,jarang
1585,10,sering
1586,2,jarang
1587,3,jarang
1588,2,jarang
1589,5,jarang
1590,2,jarang
1591,1,jarang
1592,5,jarang
1593,2,jarang
1594,1,jarang
1595,2,jarang
1596,3,jarang
1597,3,jarang
1598,2,jarang
1599,2,jarang
1600,1,jarang
1601,1,jarang
1602,4,jarang
1603,1,jarang
1604,1,jarang
1605,5,jarang
1606,2,jarang
1607,1,jarang
1608,4,jarang
1609,1,jarang
1610,2,jarang
1611,2,jarang
1612,2,jarang
1613,1,jarang
1614,4,jarang
1615,1,jarang
1616,1,jarang
1617,3,jarang
1618,3,jarang
1619,2,jarang
1620,4,jarang
1621,4,jarang
1622,1,jarang
1623,5,jarang
1624,4,jarang
1625,2,jarang
1626,5,jarang
1627,1,jarang
1628,1,jarang
1629,2,jarang
1630,1,jarang
1631,2,jarang
1632,1,jarang
1633,1,jarang
1634,2,jarang
1635,3,jarang
1636,3,jarang
1637,1,jarang
1638,2,jarang
1639,3,jarang
1640,4,jarang
1641,1,jarang
1642,1,jarang
1643,1,jarang
1644,2,jarang
1645,2,jarang
1646,2,jarang
1647,2,jarang
1648,2,jarang
1649,6,sering
1650,4,jarang
1651,2,jarang
1652,2,jarang
1653,1,jarang
1654,1,jarang
1655,1,jarang
1656,3,jarang
1657,5,jarang
1658,2,jarang
1659,2,jarang
1660,1,jarang
1661,1,jarang
1662,1,jarang
1663,1,jarang
1664,1,jarang
1665,1,jarang
1666,2,jarang
1667,1,jarang
1668,2,jarang
1669,1,jarang
1670,2,jarang
1671,1,jarang
1672,6,sering
1673,1,jarang
1674,1,jarang
1675,1,jarang
1676,5,jarang
1677,2,jarang
1678,1,jarang
1679,1,jarang
1680,1,jarang
1681,1,jarang
1682,1,jarang
1683,1,jarang
1684,1,jarang
1685,1,jarang
1686,1,jarang
1687,1,jarang
1688,2,jarang
1689,1,jarang
1690,1,jarang
1691,1,jarang
1692,1,jarang
1693,1,jarang
1694,1,jarang
1695,1,jarang
1696,2,jarang
1697,1,jarang
1698,1,jarang
1699,1,jarang
1700,1,jarang
1701,3,jarang
1702,1,jarang
1703,1,jarang
1704,1,jarang
1705,4,jarang
1706,2,jarang
1707,1,jarang
1708,4,jarang
1709,1,jarang
1710,2,jarang
1711,1,jarang
1712,1,jarang
1713,1,jarang
1714,1,jarang
1715,2,jarang
1716,1,jarang
1717,2,jarang
1718,3,jarang
1719,2,jarang
1720,2,jarang
1721,1,jarang
1722,1,jarang
1723,8,sering
1724,2,jarang
1725,1,jarang
1726,1,jarang
1727,1,jarang
1728,1,jarang
1729,1,jarang
1730,1,jarang
1731,1,jarang
1732,3,jarang
1733,3,jarang
1734,2,jarang
1735,3,jarang
1736,1,jarang
1737,1,jarang
1738,1,jarang
1739,3,jarang
1740,1,jarang
1741,3,jarang
1742,2,jarang
1743,2,jarang
1744,2,jarang
1745,2,jarang
1746,1,jarang
1747,1,jarang
1748,1,jarang
1749,1,jarang
1750,6,sering
1751,3,jarang
1752,1,jarang
1753,1,jarang
1754,1,jarang
1755,1,jarang
1756,1,jarang
1757,1,jarang
1758,4,jarang
1759,1,jarang
1760,4,jarang
1761,1,jarang
1762,1,jarang
1763,1,jarang
1764,2,jarang
1765,1,jarang
1766,3,jarang
1767,1,jarang
1768,2,jarang
1769,1,jarang
1770,2,jarang
1771,1,jarang
1772,1,jarang
1773,3,jarang
1774,2,jarang
1775,1,jarang
1776,1,jarang
1777,1,jarang
1778,1,jarang
1779,1,jarang
1780,1,jarang
1781,1,jarang
1782,1,jarang
1783,1,jarang
1784,4,jarang
1785,2,jarang
1786,1,jarang
1787,1,jarang
1788,2,jarang
1789,1,jarang
1790,2,jarang
1791,1,jarang
1792,1,jarang
1793,1,jarang
1794,2,jarang
1795,1,jarang
1796,3,jarang
1797,3,jarang
1798,1,jarang
1799,1,jarang
1800,1,jarang
1801,1,jarang
1802,2,jarang
1803,3,jarang
1804,2,jarang
1805,2,jarang
1806,2,jarang
1807,1,jarang
1808,2,jarang
1809,1,jarang
1810,1,jarang
1811,3,jarang
1812,1,jarang
1813,2,jarang
1814,2,jarang
1815,1,jarang
1816,3,jarang
1817,1,jarang
1818,1,jarang
1819,1,jarang
1820,4,jarang
1821,2,jarang
1822,1,jarang
1823,1,jarang
1824,1,jarang
1825,1,jarang
1826,3,jarang
1827,3,jarang
1828,1,jarang
1829,2,jarang
1830,3,jarang
1831,1,jarang
1832,1,jarang
1833,3,jarang
1834,2,jarang
1835,2,jarang
1836,1,jarang
1837,3,jarang
1838,2,jarang
1839,1,jarang
1840,1,jarang
1841,1,jarang
1842,1,jarang
1843,1,jarang
1844,1,jarang
1845,2,jarang
1846,2,jarang
1847,1,jarang
1848,2,jarang
1849,2,jarang
1850,1,jarang
1851,3,jarang
1852,2,jarang
1853,3,jarang
1854,1,jarang
1855,2,jarang
1856,2,jarang
1857,1,jarang
1858,1,jarang
1859,1,jarang
1860,1,jarang
1861,2,jarang
1862,2,jarang
1863,2,jarang
1864,1,jarang
1865,3,jarang
1866,2,jarang
1867,2,jarang
1868,1,jarang
1869,3,jarang
1870,2,jarang
1871,3,jarang
1872,2,jarang
1873,1,jarang
1874,1,jarang
1875,1,jarang
1876,2,jarang
1877,2,jarang
1878,1,jarang
1879,1,jarang
1880,4,jarang
1881,1,jarang
1882,2,jarang
1883,3,jarang
1884,2,jarang
1885,2,jarang
1886,3,jarang
1887,1,jarang
1888,2,jarang
1889,2,jarang
1890,2,jarang
1891,4,jarang
1892,1,jarang
1893,1,jarang
1894,1,jarang
1895,3,jarang
1896,2,jarang
1897,1,jarang
1898,2,jarang
1899,4,jarang
1900,1,jarang
1901,1,jarang
1902,2,jarang
1903,1,jarang
1904,1,jarang
1905,2,jarang
1906,4,jarang
1907,1,jarang
1908,2,jarang
1909,3,jarang
1910,1,jarang
1911,5,jarang
1912,2,jarang
1913,5,jarang
1914,1,jarang
1915,2,jarang
1916,1,jarang
1917,2,jarang
1918,7,sering
1919,2,jarang
1920,2,jarang
1921,2,jarang
1922,2,jarang
1923,2,jarang
1924,3,jarang
1925,1,jarang
1926,1,jarang
1927,1,jarang
1928,2,jarang
1929,1,jarang
1930,1,jarang
1931,1,jarang
1932,1,jarang
1933,2,jarang
1934,1,jarang
1935,1,jarang
1936,1,jarang
1937,4,jarang
1938,2,jarang
1939,1,jarang
1940,2,jarang
1941,1,jarang
1942,1,jarang
1943,1,jarang
1944,2,jarang
1945,5,jarang
1946,2,jarang
1947,2,jarang
1948,2,jarang
1949,2,jarang
1950,1,jarang
1951,1,jarang
1952,1,jarang
1953,3,jarang
1954,2,jarang
1955,2,jarang
1956,2,jarang
1957,1,jarang
1958,2,jarang
1959,3,jarang
1960,2,jarang
1961,3,jarang
1962,6,sering
1963,2,jarang
1964,1,jarang
1965,2,jarang
1966,1,jarang
1967,4,jarang
1968,2,jarang
1969,1,jarang
1970,3,jarang
1971,3,jarang
1972,1,jarang
1973,1,jarang
1974,4,jarang
1975,1,jarang
1976,1,jarang
1977,1,jarang
1978,1,jarang
1979,1,jarang
1980,1,jarang
1981,4,jarang
1982,2,jarang
1983,2,jarang
1984,1,jarang
1985,6,sering
1986,1,jarang
1987,1,jarang
1988,1,jarang
1989,1,jarang
1990,3,jarang
1991,2,jarang
1992,16,sangat sering
1993,1,jarang
1994,2,jarang
1995,1,jarang
1996,1,jarang
1997,1,jarang
1998,6,sering
1999,11,sangat sering
2000,1,jarang
2001,1,jarang
2002,2,jarang
2003,1,jarang
2004,12,sangat sering
2005,1,jarang
2006,1,jarang
2007,1,jarang
2008,6,sering
2009,4,jarang
2010,1,jarang
2011,1,jarang
2012,3,jarang
2013,5,jarang
2014,3,jarang
2015,1,jarang
2016,1,jarang
2017,7,sering
2018,1,jarang
2019,1,jarang
2020,1,jarang
2021,1,jarang
2022,1,jarang
2023,5,jarang
2024,1,jarang
2025,3,jarang
2026,1,jarang
2027,6,sering
2028,2,jarang
2029,1,jarang
2030,2,jarang
2031,12,sangat sering
2032,1,jarang
2033,2,jarang
2034,2,jarang
2035,6,sering
2036,1,jarang
2037,1,jarang
2038,4,jarang
2039,1,jarang
2040,1,jarang
2041,5,jarang
2042,1,jarang
2043,1,jarang
2044,1,jarang
2045,2,jarang
2046,8,sering
2047,4,jarang
2048,1,jarang
2049,1,jarang
2050,1,jarang
2051,1,jarang
2052,1,jarang
2053,1,jarang
2054,9,sering
2055,2,jarang
2056,2,jarang
2057,1,jarang
2058,2,jarang
2059,3,jarang
2060,1,jarang
2061,5,jarang
2062,16,sangat sering
2063,2,jarang
2064,1,jarang
2065,1,jarang
2066,1,jarang
2067,2,jarang
2068,1,jarang
2069,1,jarang
2070,1,jarang
2071,1,jarang
2072,1,jarang
2073,2,jarang
2074,2,jarang
2075,1,jarang
2076,1,jarang
2077,7,sering
2078,3,jarang
2079,1,jarang
2080,1,jarang
2081,2,jarang
2082,1,jarang
2083,2,jarang
2084,1,jarang
2085,2,jarang
2086,1,jarang
2087,1,jarang
2088,1,jarang
2089,1,jarang
2090,1,jarang
2091,1,jarang
2092,1,jarang
2093,3,jarang
2094,1,jarang
2095,2,jarang
2096,5,jarang
2097,2,jarang
2098,1,jarang
2099,1,jarang
2100,1,jarang
2101,1,jarang
2102,2,jarang
2103,1,jarang
2104,1,jarang
2105,1,jarang
2106,1,jarang
2107,4,jarang
2108,2,jarang
2109,2,jarang
2110,2,jarang
2111,1,jarang
2112,2,jarang
2113,1,jarang
2114,1,jarang
2115,2,jarang
2116,3,jarang
2117,1,jarang
2118,2,jarang
2119,1,jarang
2120,5,jarang
2121,1,jarang
2122,1,jarang
2123,1,jarang
2124,2,jarang
2125,6,sering
2126,2,jarang
2127,3,jarang
2128,1,jarang
2129,1,jarang
2130,1,jarang
2131,1,jarang
2132,2,jarang
2133,1,jarang
2134,2,jarang
2135,1,jarang
2136,1,jarang
2137,1,jarang
2138,1,jarang
2139,8,sering
2140,3,jarang
2141,1,jarang
2142,1,jarang
2143,2,jarang
2144,2,jarang
2145,2,jarang
2146,1,jarang
2147,1,jarang
2148,1,jarang
2149,1,jarang
2150,2,jarang
2151,1,jarang
2152,1,jarang
2153,1,jarang
2154,1,jarang
2155,3,jarang
2156,1,jarang
2157,1,jarang
2158,1,jarang
2159,1,jarang
2160,2,jarang
2161,2,jarang
2162,2,jarang
2163,1,jarang
2164,6,sering
2165,3,jarang
2166,1,jarang
2167,1,jarang
2168,1,jarang
2169,1,jarang
2170,4,jarang
2171,1,jarang
2172,1,jarang
2173,1,jarang
2174,4,jarang
2175,1,jarang
2176,1,jarang
2177,1,jarang
2178,1,jarang
2179,1,jarang
2180,3,jarang
2181,1,jarang
2182,2,jarang
2183,1,jarang
2184,1,jarang
2185,1,jarang
2186,14,sangat sering
2187,2,jarang
2188,1,jarang
2189,1,jarang
2190,3,jarang
2191,1,jarang
2192,1,jarang
2193,1,jarang
2194,2,jarang
2195,1,jarang
2196,3,jarang
2197,1,jarang
2198,6,sering
2199,2,jarang
2200,1,jarang
2201,1,jarang
2202,2,jarang
2203,1,jarang
2204,1,jarang
2205,1,jarang
2206,1,jarang
2207,2,jarang
2208,1,jarang
2209,1,jarang
2210,2,jarang
2211,1,jarang
2212,1,jarang
2213,1,jarang
2214,2,jarang
2215,1,jarang
2216,1,jarang
2217,1,jarang
2218,1,jarang
2219,4,jarang
2220,1,jarang
2221,3,jarang
2222,2,jarang
2223,1,jarang
2224,1,jarang
2225,2,jarang
2226,2,jarang
2227,2,jarang
2228,1,jarang
2229,1,jarang
2230,1,jarang
2231,1,jarang
2232,1,jarang
2233,1,jarang
2234,1,jarang
2235,1,jarang
2236,1,jarang
2237,1,jarang
2238,2,jarang
2239,1,jarang
2240,2,jarang
2241,2,jarang
2242,3,jarang
2243,2,jarang
2244,2,jarang
2245,1,jarang
2246,1,jarang
2247,1,jarang
2248,1,jarang
2249,1,jarang
2250,1,jarang
2251,1,jarang
2252,1,jarang
2253,27,sangat sering
2254,1,jarang
2255,1,jarang
2256,1,jarang
2257,1,jarang
2258,1,jarang
2259,3,jarang
2260,1,jarang
2261,1,jarang
2262,6,sering
2263,1,jarang
2264,1,jarang
2265,1,jarang
2266,1,jarang
2267,2,jarang
2268,1,jarang
2269,1,jarang
2270,1,jarang
2271,1,jarang
2272,4,jarang
2273,1,jarang
2274,1,jarang
2275,1,jarang
2276,1,jarang
2277,1,jarang
2278,1,jarang
2279,2,jarang
2280,1,jarang
2281,1,jarang
2282,1,jarang
2283,5,jarang
2284,5,jarang
2285,1,jarang
2286,1,jarang
2287,1,jarang
2288,2,jarang
2289,1,jarang
2290,1,jarang
2291,2,jarang
2292,1,jarang
2293,1,jarang
2294,1,jarang
2295,1,jarang
2296,3,jarang
2297,2,jarang
2298,1,jarang
2299,1,jarang
2300,2,jarang
2301,1,jarang
2302,3,jarang
2303,1,jarang
2304,1,jarang
2305,1,jarang
2306,1,jarang
2307,2,jarang
2308,1,jarang
2309,1,jarang
2310,1,jarang
2311,1,jarang
2312,1,jarang
2313,1,jarang
2314,1,jarang
2315,1,jarang
2316,1,jarang
2317,1,jarang
2318,1,jarang
2319,1,jarang
2320,1,jarang
2321,1,jarang
2322,1,jarang
2323,3,jarang
2324,1,jarang
2325,1,jarang
2326,4,jarang
2327,1,jarang
2328,1,jarang
2329,1,jarang
2330,1,jarang
2331,1,jarang
2332,3,jarang
2333,3,jarang
2334,1,jarang
2335,1,jarang
2336,2,jarang
2337,1,jarang
2338,1,jarang
2339,6,sering
2340,2,jarang
2341,1,jarang
2342,2,jarang
2343,2,jarang
2344,1,jarang
2345,1,jarang
2346,1,jarang
2347,2,jarang
2348,1,jarang
2349,1,jarang
2350,1,jarang
2351,1,jarang
2352,2,jarang
2353,1,jarang
2354,1,jarang
2355,1,jarang
2356,1,jarang
2357,1,jarang
2358,2,jarang
2359,1,jarang
2360,1,jarang
2361,1,jarang
2362,1,jarang
2363,1,jarang
2364,3,jarang
2365,1,jarang
2366,8,sering
2367,1,jarang
2368,1,jarang
2369,1,jarang
2370,1,jarang
2371,1,jarang
2372,1,jarang
2373,2,jarang
2374,1,jarang
2375,2,jarang
2376,2,jarang
2377,2,jarang
2378,3,jarang
2379,1,jarang
2380,1,jarang
2381,2,jarang
2382,1,jarang
2383,1,jarang
2384,1,jarang
2385,2,jarang
2386,1,jarang
